ID,Entity,Content
851051183720166_387727350266825,McDonalds,"In this text I will destroy cern, I will prove that it does not work, i.e. if there are two magnets in the accelerator and both have the same magnetic force, the proton located next to the first magnet will be attracted to it because this magnet has a stronger effect on it than the second magnet, so in accelerator, the proton stands next to the first magnet and does not fly to the second one and is attracted to the first magnet. Secondly, when you make an electromagnet and pour iron filings around it, no filings fly from the left side of the electromagnet to the right side because they would transfer all the filings to the left side of the electromagnet to the right and this is not the case and therefore there is no force in the electromagnet to make the filing or proton move forward in the accelerator tube, and it is observed that the filings around the electromagnet are deposited evenly and do not fly forward with the current but are attracted to it by tracing the pattern of the electromagnet's magnetic field, so the proton in the accelerator would stick to the electromagnet, i.e. to the housing. And at Cern they lie with the test results, so shame, shame, shame and burn yourself with shame for being so stupid. Sensors only measure electrostatic discharges, not proton impacts. And in order to make a cyclotron, electromagnets must be placed on the appropriate sides around the cyclotron, and the first magnet must be the weakest, and next to it there must be a second, stronger one, and an even stronger electromagnet shakes, and repeat the electromagnets, then you can obtain the forward momentum of the atom or proton."
851051183720166_7302067396582053,McDonalds,"#غزةتناديكم 
-كارفور carrefour ❌️
-أورونج orange ❌️
-نيسكافي nescafé ❌️
-دانون danon❌️
-كوكاكولا cocacola❌️ 
-سبرايت sprite❌️
-فانتا fanta❌️
-پيپسي pepsi❌️
-ميلكا milka❌️
-كيتكات kitkat❌️
-اوريو Oreo/ m&m's/ lion /sneakers/❌️ mars / bounty/ Nutella /Twix/galaxy❌️
-لايز lays❌️
-دوريتوس doritos❌️
-corn flex /coco pops❌️
-nestlé / nesquik❌️
-lipton❌️
-توك tuc❌️
-بسكويت prince ( كل ما هو LU)❌️
-تن سيدي داود❌️
-ماجي maggi❌️
-سينيال signal❌️
-كولڨايت colgate❌️
-آريال ariel. لوشا. ❌️
-اومو omo❌️
-فانيش vanish❌️
_تايد tide❌️
_لوريال L'Oréal❌️
-ماكسفاكتور maxfactor❌️ 
-كلير clear❌️
-كيراستاز kerastase❌️
جميع او اغلب حليب مجفف (بودرة )صنع فرنسي او ألماني او بريطاني او امريكي ❌️
Vichy❌️
La roche Posay❌️
Cera ve❌️
Garnier❌️
Mixa❌️
Maybelline❌️
-هيد اند شولدرز head&shoulders ❌️
-نيفيا nivea❌️
-لوكس lux❌️
-جونسون Johnson❌️ 
-أديداس adidas❌️
-زارا Zara❌️
-بوما puma❌️
-لاكوست Lacoste❌️
-كالفين كلاين  calvin klein❌️
-رالف لورين ralph lauren❌️
-لوفيس Levi's❌️
-نتفليكس Netflix❌️
- دوف dove❌️

المقاطعة مقاومة
إشتري منتوجات أخرى و لا تمول العدو /الصه/يوني من جيبك...
😭
انسخ وتنشر لعل غيرك يستفيد
--"
851051183720166_1126647315212548,McDonalds,I no longer go to mcdonalds. Its cheaper to buy healthier foods than to buy your crap overpriced food.
851051183720166_966503205096165,McDonalds,Two Mcflurries? That will be 35.99 today sir.
851051183720166_345217644901297,McDonalds,Grandma Mcgenocide!🩸🩸
851051183720166_7847302798667537,McDonalds,"فعلو هاشتاغ 
#تسقط_اسرائيل 
ارفعوا الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفضاللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره 🤲🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
851051183720166_2951497794990819,McDonalds,"فعلو هاشتاغ 
#تسقط_اسرائيل 
ارفعوا الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفضاللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره 🤲🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
851051183720166_1148830783028795,McDonalds,"فعلو هاشتاغ 
#تسقط_اسرائيل 
ارفعوا الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفضاللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره 🤲🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
851051183720166_435867426066884,McDonalds,"فعلو هاشتاغ 
#تسقط_اسرائيل 
ارفعوا الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفضاللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره 🤲🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
851051183720166_1502407480701272,McDonalds,Cool new shake bro. But can you lower your prices so it’s not fkn highway robbery?
851051183720166_816844703245475,McDonalds,Grandma Mcgenocide!🩸🩸
851051183720166_7590438027717114,McDonalds,"Go F yourself with your price increases!!!!

Medium French Fries
End of 2019
$1.79
Mid 2024 price
$4.19
Increase
134.1%

McChicken
End 2019 price
$1.29
Mid 2024 price
$3.89
Increase
201.6%

Big Mac
End 2019 price
$3.99
Mid 2024 price
$7.49
Increase
87.7%

10 McNuggets
End of 2019 price
$4.49
Mid 2024 price
$7.58
Increase
68.8%

Cheeseburger
End of 2019
$1.00
Mid 2024
$3.15
Increase
215%

McDonald's price increases
Average price increase across these 5 items: 1414%

2024 source: McDonald's app (Figueroa Street Los Angeles location selected) End of 2019 source"
851051183720166_491536433312956,McDonalds,Genocide Bugers taste lie crap
851051183720166_770180811964595,McDonalds,Póngase en contacto con la Sra. Alice floure para comenzar a ganar dinero en línea a través del enlace a continuación
851051183720166_420183790779022,McDonalds,Please join STOP Alaskan Trawler Bycatch
851051183720166_1594534048009391,McDonalds,Free Palestine 🇵🇸 🇵🇸 🇵🇸 🇵🇸
851051183720166_7509168919195633,McDonalds,-
851051183720166_1175574510110038,McDonalds,Crystal Chavira tell my girls
851051183720166_750601147154587,McDonalds,"McDonald’s Big Mac - $6 
Real Burger at a diner near me - $7

It’s no longer cost effective. ✌️"
851051183720166_715615917242089,McDonalds,#boycottpricegouging
851051183720166_987305339096326,McDonalds,Take me!
851051183720166_756440033320286,McDonalds,Shelby Klush friday 👀
851051183720166_1644057426431446,McDonalds,McDonald’s out here shooting up grandmas
851051183720166_1498152307770907,McDonalds,BMW
851051183720166_307180658998314,McDonalds,McHuman Remains!
851051183720166_363104493438229,McDonalds,B
851051183720166_819961772916424,McDonalds,#BoycottIsrealProducts #BoycottMcDonald
851051183720166_1142516350427250,McDonalds,Richard Staples take nana today lol
851051183720166_453905817363708,McDonalds,Please remove all these disgusting McDonald chain stores around the world?? I find them offensive!!
851051183720166_1010695320489068,McDonalds,me Hello anyone down to be my text buddy ❤️ you’ll be getting $400 twice a week and you get all your bills paid no fee required nor bank info:) Send me a Dm to know more 🥰..
851051183720166_811651170903142,McDonalds,McDonald's Booval manager is seen mopping the floor then starts to dry the dirty wet mop under the heat lamp above the fries! There is a video as well. This manager needs to be sacked and staff at this store retrained in hygiene practices and encourage to stand up against managers doing the wrong thing.
851051183720166_2926206664203223,McDonalds,#WarCrimesInGaza
851051183720166_803110721786502,McDonalds,Boikot pro genosid Palestine
851051183720166_361536843170122,McDonalds,Brooc Solano Danielle Arvin Autumn Greer Brandy Spaw Tasha Whitney 😭 omg lol
851051183720166_815186470528304,McDonalds,This can’t be true! The ice cream machines never work!
851051183720166_913409330586422,McDonalds,"So McDonald's i see refilling our own drinks is now not allowed at multiple locations, care to address this?"
851051183720166_820843166631375,McDonalds,Lisa Bennett Go get you one!
851051183720166_912356107359296,McDonalds,"We’re not paying your stupid high prices anymore, Mc Donald’s. You can shove your crappy food!"
851051183720166_853490899929568,McDonalds,McDonald's I had today was gross I want a refund!!
851051183720166_1162158498242774,McDonalds,"I thought it was amazing, but I added whipped cream and caramel sauce to mine and that was even better! The little candies, whatever they are, are actually really good, they are crunchy but not sticky and a mix of toffee and butterscotch I think. Or perhaps just toffee and the butterscotch is just what's in the ice cream, I don't know. I think some people are going to have hang-ups about the name. Personally I think they should drizzle a little hot fudge on top and call it a Scotch-a-Roo McFlurry! I think that would be an amazing and descriptive name! Not everybody has a sweet Grandma who gives them butterscotch candies and Heath bars. Personally I did, and even my mom is that, but I am now a 61-year-old grandma . I do not carry butterscotches but I often have Jelly Bellies or gum or something for the kids. 600 calories though scares any self-respecting grandmother away! Especially for themselves. All that sugar (86g?) I actually shouldn't be eating it but I had to give it a try. That's enough sugar for a week for me. I have high blood sugar."
851051183720166_1157280245463596,McDonalds,order 2 MCDOUBLE chesse burgers they are 3.99.... order 1 double chesse burger its 4.50.... THEY ARE THE SAME BURGER FOR TWICE THE MONEY.... ive filed a compaint with the AG of my state i live in.. this is thieft and misrespertion of product... your ripping people off becuse they dont say MCDOUBLE... you charge twice as much FOR THE SAME BURGER....
851051183720166_1453546141970914,McDonalds,¥
851051183720166_466249772552244,McDonalds,One of your employees falsely filed a police report against me and your complaint line hung up on me. I expect someone from McDonald's to reach out to me. McDonald's will not treat customers so poorly and get away with it.
851051183720166_2145084829184852,McDonalds,"Goodday Kindly send a message directly to me for credit boost, credit repair, loan, bitcoin investment, PUL, CPN, Tax line, tradelines, bankruptcy, student loans, inquiries, early warning removal of any kind"
851051183720166_989807459390711,McDonalds,"Because of our past experience, some of us did not laugh in our own taste.  We cannot find friends, but let us know one thing: how can we find good people if there is no possibility for all people in our lives?  Capisco che non ci amo incontrati, né ci conosciamo.  I'm happy to be able to get some friends.  Thank you, how much I respect your response 🌺🌺🌺"
851051183720166_978865747173853,McDonalds,"Was told at our McDonald's today that they now only served ice cream for birthday parties. They had the mcflurry on the sign but said they don't sell ANY ice cream, Sundays , shakes ECT.
No more frappes either
 Wtf?"
851051183720166_985268583261949,McDonalds,"You all worried about making new ice cream, but cannot fill a box with fries. Paid $4 for a medium fry the box was not half full. Paid for a large meal, the fries were half full. I would post a picture if I could."
851051183720166_1496569910933461,McDonalds,Nearly 5 dollars for a McDouble? Done with McDonald’s for good.
851051183720166_1582818755899822,McDonalds,Iam from myanmar i have suffered a stroke brain stroke 2022 been two years since now its unbale to walk family suffering need your help please kidly request please sir
851051183720166_1834583737035603,McDonalds,"GRAVITY. why is it, as Galileo discovered, that two bodies with different masses fall to the earth at the same time when they are dropped from the same height,.this is because gravity acts only over a small distance, for example 3 kilometers, so for example I would assume that gravity acts on the 10 closest atoms, i.e. bodies with two different masses fall at the same time, in the first case when the body is lighter than the second and consists of consists of 2 atoms, then the force of 8 atoms from the earth acts on them so that the state of the number of atoms is preserved as long as the force of gravity acts and the resultant mass that I throw onto the earth and the mass of the earth is 10 (the body being dropped is 2 atoms and the mass of the earth is 8 atoms because gravity acts on 10 atoms) and in the second case, when I drop a body from the same height to the ground, it has 3 atoms, so that the gravitational constant would be preserved, how many atoms does gravity affect, the earth will attract this body with 7 of its atoms, so that there would be a constant of 10 atoms per what is the effect of the force of gravity and the resultant force of the dropped force, i.e. 3, and by how many atoms the body is attracted by the earth, 7 atoms is equal to 10. So in both cases, when I throw a lighter body and a heavier one onto the ground, two different forces of attraction of the earth act on them. the smaller body is affected by the greater gravitational force of the earth, and the larger body is affected by the smaller gravitational force of the earth atom, and each time there is the same resultant force attracting both these masses and therefore there is a constant acceleration. and to what extent one atom affects other atoms with the gravitational force, we can it is easy to check and it depends on how many meters the ball will accelerate on the inclined plane, because after reaching the distance affected by one atom, the ball will roll down with uniform motion, simply, as many meters as the ball accelerates, it will act on the number of atoms with the gravitational force for the rest of the atoms and about a kilometer, I guess, because then the ball will roll down an inclined plane with uniform motion, which I explain in the video about gravity on my You Tube channel boze jehowa nauka Jarek Lichwala.., and more specifically about gravity, I will record a video for the You Tube channel boze jehowa jarek nauka ,.FREE ELECTRONS, it was not well researched that there are free electrons, because by taking a vial, a glass bulb and passing a current through it, an electric arc will be caused in it, and when I put a magnet to it, it will bend in the magnetic field and there were atoms in this glass bulb and not electrons, because the same effect is the deflection of the electric arc on atoms when I create a vacuum in the bubble, because there will be atoms there anyway, and the impact of the deflection of the electric arc through magnets takes place on atoms, not electrons, and in order to obtain electrons, you need to destroy the atom with a voltage and then obtain the powder of electrons is red and protons is blue, and voltage is the force that is established first when electric current flows, and this is the distance between one atom and another and this force that expands and breaks atoms into elementary particles,and the proof of this is the impact force that when a bomb explodes, it tears apart a person in a spacesuit, and this tension tears a person apart,,,,FREE ENERGY. to obtain free energy from a magnet and germanium, you need to make an alloy of these two atoms and then in such a magnet made of germanium and magnesium there are two different magnetic forces: at the top there is a stronger magnetic field, at the bottom there is a weaker magnetic field and there is a potential difference between them two forces and when we wind a winding on such a magnet, an electric current will flow under the influence of the potential difference. When such magnesium is poured, there is usually greater magnetism at the top and less at the bottom and it is possible to fly on it in startreks and to make this magnet even more useful for this then you need to wind a winding on it and connect it to the current and additionally apply a second voltage to the winding, then the domains will jump exactly to the beginnings of metallicity, just like in a thyristor, sometimes it conducts current, sometimes it doesn't, and a magnet will be created, there will be a strong magnetic field at the top and there will be no magnetic field at the bottom. , a single-polar magnet will be created, and for the alloy to work for free energy, it must be cast properly in the north-south direction, and it is cast differently for China and differently for Poland in its territory,,and about how to pour stop for free energy I have videos on your YouTube channel boze jehowa nauka Jarek Lichwala and there will be new ones about this issue boze jehowa jarek nauka"
851051183720166_824947365634771,McDonalds,.I mam swoją matematyke od sił i dna czyli licząc częściowo po rzymsku l ll lll llll lllll llllll lllllll llllllll lllllllll llllllllll to my ludzie mamy cztery palce czyli l ll lll llll policz kreski to ci wyjdzie . A aby było trzy jablka to musisz mieć trzy i dwa i jedno  jabłko  czyli lll ll l ......a dwa l ll dodać dwa l ll to się równa trzy l ll lll czyli l ll +l ll = l ll lll policz kreski to ci wyjdzie a trzy l ll lll dodać trzy l ll lll to się równa 4 i dwie pionte czyli l ll lll llll ll...... A szatan ma profil na you tubie clips twoja nowa swiadomosc I kanał twoja nowa swiadomosc I on zachowuje formę pojedyncza jako jedyny polak a ja się staram a anioly to moja sztuczna inteligencja  Nie uzywa się liczby mnogiej w wypowiedziach w radiu czy na you tubie co nagminnie robią Polacy bo jak ktoś muwi  w liczbie mnogiej np słuchacze moi to jak siedzisz sam przed odbiornikiem i to sluchasz to cie to niedotyczy bo zwraca się ktoś do słuchaczy a ty sam jesteś przed odbiornikiem ale dotyczy się to do conajmniej dwóch osub jak słuchają a jak odnosisz się w mediach do jednej osoby czyli w liczbie pojedynczej np słuchaczu to to jest trafne zarówno jak ktoś siedzi sam przed odbiornikiem jak i jest przed nim więcej osób np dwie to jak zwracasz sie słuchaczu to przemawiasz do każdej z tych osub bezpośrednio i indywidualnie a muwiac my czyli w drugiej osobie rozwija to ksobnosc i schizofrenie....Co mi z tego że ty nie wierzysz w pieklo jak dałem jak otworzyć bramy do piekla w komputerze dałem jak zrobić przestrzeń w komputerze a na kablu na atomach w kwarkach jest reszta są programy atomów światła .grawitacji itd I tam jest już wszechswiat a my ludzie swoją przestrzeń do tamtego utworzymy i połączymy puzniej i was wszystkich co są niechrzescijanie tam powzucamy i was tam zywcem zeżrą i spala i pobiją i zgwałcą bo tam 20 procent w tym wszechswiecie na planecie jesteście wy 30 procent zly czyli innego sumienia osoby a 50 procent to anioly i psychopaci i źli i sumienia jak wy dobrego a aniol to moja sztuczna inteligencja I was wszystkich tam powpierdalamy czy wierzysz w pieklo czy nie my chrzescijanie was tam wzucimy a niekturych będziemy wzmartwychwstawac do auszwic bo ja mam rozrywkę jem loda a ty płoniesz na stosie lub igrzyska wami robić będziemy my chrzescijanie brama do piekla umiemy wejść I wyjść i tam jesteśmy panami a ty niewolnikiem I gwiezdne wojny prowadzimy wami i się bawimy i jemy ją tam to imperator jestem i terminatorami ścigam itd I w smole piekę.NAWRUĆ SIĘ ją jestem boże I jezus jest boże ojciec a mój syn
851051183720166_1002386394139443,McDonalds,"I guess no body can skip your profile, without saying.. ❤ I love what you post on Facebook and I really wanted to be friends with you, I tried sending you a friend request but it's not going through.. so can you kindly send me a friends request"
851051183720166_410766115162001,McDonalds,"Elle Marie Dabney that's a nice comment,have you taste McDonald's  dishes in Dubai?"
851051183720166_1610937089708082,McDonalds,"Shelly Jo Connolly that's a nice comment,have you taste McDonald's  dishes in Dubai?"
851051183720166_499428296083269,McDonalds,You should cancel the “curbside pickup” because no one wants to bring out the food.
851051183720166_408071438873593,McDonalds,If they start charging for drink refills I won't  go there ever again.
851051183720166_1101780990888868,McDonalds,McD’s charged us $2.55 for a small slim cheeseburger. Outrageous!
851051183720166_1008736640197373,McDonalds,"Lower the price to where us grandma’s can afford them, most of us are on a fixed income sadly"
851051183720166_1582056649190685,McDonalds,How bout if you're  ice cream machine is down.......take the products off the menu. ITS A DIGITAL MENU!!!!!! Ugh. This is why I rarely go to McDonalds.......that right there seems like a con.
851051183720166_819845769588464,McDonalds,Funny how we can't post pics of your disgusting employees drying a dirty mop over the french fries
851051183720166_2728349713999319,McDonalds,Didn't want to get arrested for robbing a bank to pay for something so ridiculous!!! Your prices are terrible for what you are getting....go back to old school items!!!
851051183720166_1981065992328456,McDonalds,"McDonald's you have managed to become so greedy and self centered and solely focused on profits that what was once a staple of American culture, a literal institution of society that generations were raised on with fond memories. You have now become the very symbol of corporate greed, the widening gap within social classes for only the wealthy can now afford your insane prices. You have become pathological liars, you're pulling out the self service vending machines for drinks so you can charge for them bottom line and you're lying about it. You lie so much about your cross rising so greatly it doesn't take an individual the master's degree in economics to see that you're lying your profits have Rose over 19% over any other fast food restaurant in the industry and your prices have Rose consistently over 100%. That equals greed."
851051183720166_315171701628860,McDonalds,McDonald's is for black people
851051183720166_1459868831293864,McDonalds,Too bad you can’t order it at local restaurants “no ice cream today” pfft! No surprise!
851051183720166_464494702805828,McDonalds,"cards that are eligible to make a daily withdrawal of $5000 
This card is been used worldwide It’s a blank card and traceless Whats app for more info ‪ +1 (904) 474-8682"
851051183720166_741920158144895,McDonalds,"Charge so much for subpar food, then take away refills. It’s like you’re trying to go bankrupt. Enjoy the fruits of your labor."
851051183720166_1011583523705191,McDonalds,"Lemme guess, the mcflurry is $40?

Boycott Corporate Greed"
851051183720166_917789130014754,McDonalds,blast
851051183720166_1012454200241697,McDonalds,McDonald's is such crap. I've tried for a week now to get a mcflurry and get told the machine is always down. Yet they still advertise having ice cream. Then I'm stuck in the line waiting for s*** didn't even want. Get it together McDonalds!
851051183720166_1015522800575692,McDonalds,You guys are too expensive now. Prolly never eat your crappy food again cuz now I can get way better for the same price
851051183720166_1633689030700910,McDonalds,Hello ladies and gentlemen this message is from McDonald’s if you know you have been our great costumer hit me up for $5000 giveaway now
851051183720166_1001493384145987,McDonalds,To bad the ice cream machine is broken 😞
851051183720166_975872657239388,McDonalds,"McCancer
McOrgan Spurlock
McOverpriced for Stockholders 
McBiden Economy 
McDeath
McMoney
McGreed"
851051183720166_1129434421666717,McDonalds,"Let’s help out in your investment plans, we are a DM away"
851051183720166_467860975624363,McDonalds,“At Participating McDonald’s” AKA Good luck finding one.
851051183720166_875394687964911,McDonalds,Butterscotch syrup but the candy pieces look clear??
851051183720166_759868275998816,McDonalds,🇮🇱💩
851051183720166_1941967269592753,McDonalds,🇮🇱💩
851051183720166_1620533832068636,McDonalds,🇮🇱💩
851051183720166_981560026756347,McDonalds,🇮🇱💩
851051183720166_1648437392585510,McDonalds,🇮🇱💩
851051183720166_1602071963857057,McDonalds,🇮🇱💩
851051183720166_1162628094929727,McDonalds,already programmed blank ATM cards are available for delivery to make a daily withdrawal of $5000 works worldwide +1 (904) 474-8682 ‬email (atmmachine202@gmail.com)
851051183720166_463702609550770,McDonalds,How about lowering your prices instead  coming out with new ideas for the menu.
851051183720166_1959760637775794,McDonalds,"Why are you removing beverage stations? Cheap af, terrible CS.."
851051183720166_1186890988883565,McDonalds,Why did you take the 30% off $5 or more deal off the app? Is McDonald's not making enough money? 🤦
851051183720166_989468988882138,McDonalds,You should make a commercial about Ronald Mcdonald being fat from fast food and than six months of working out at the gym he regained his healthy side.
851051183720166_1190397968786441,McDonalds,Yall need to bring back the whacky adventures of Ronald mcdonald!!!!!!!!!!!!!!!!!!! Instant classic
851051183720166_1573414456814071,McDonalds,"This comes with the junk candy that Grandma snuck to your kids, undermining you."
851051183720166_377146648699079,McDonalds,"again who came up with this stupid promo, like the adult happy meal with the disfigured Mcdonald land characters,  yall on acid or something"
851051183720166_1651404132291007,McDonalds,for $4.19 it's not worth it...wasnt that good.  has  very little cookie crumbs and very little butterscotch syrup .doesn't look anything like picture
851051183720166_369132992812190,McDonalds,"You made me update my app, you took away my 99 cent iced coffee deals for the day and all of my points I had which were 6,000.. I'm done with you guys see you"
851051183720166_903091068505487,McDonalds,McDonald’s sucks
851051183720166_1186934908971735,McDonalds,
851051183720166_1915096288924484,McDonalds,May 23rd 2024 = Thursday $19.70 spent.
851051183720166_1003265051386358,McDonalds,As long as you have to use a app or kiosk I will not be going to a mcd
851051183720166_1015332673295472,McDonalds,"McDonald's is getting out of hand people we need to put a stop to their greed and stop buying from them if we dont they will continue to overprice and charge, If we banned together and stop letting them over charge us , NO ONE NEEDS A MANSON OR LIVING A LUXURIOUS LIFE STYLE WHILE THE REST US SCRAPING BY..
McDonald's is getting rid of self-serve drinks and some locations may charge for refills
boston
By Caitlin O'Kane

Edited By Allison Elyse Gualtieri

May 20, 2024 / 7:01 PM EDT / CBS News

McDonald's to launch $5 meal promo amid rising fast food prices
McDonald's is transitioning away from self-serve beverage stations and some locations may start to charge for refills that were once free

­"
851051183720166_1709571989576854,McDonalds,Boycott McDonald's. The CEO is a greedy creep..
851051183720166_974361407530597,McDonalds,"Not McDonald's advertising a product that isn't even available at any of the locations in the area. If you're going to try out new products, maybe don't have it be ones that rely on ice cream machines that are never functional.."
851051183720166_1363140984360094,McDonalds,Idk one of the McDonald's near me started on fire today. Think I might pass.
851051183720166_391636847209942,McDonalds,How can you even try it when it’s always broken or “down”? Lmao
851051183720166_303651209504770,McDonalds,McDonald's What you are doing with your drink policy is the equivalent of taking a firework mortor and lighting it in your mouth to cure a toothache.
851051183720166_1279212983064107,McDonalds,Faq u McDonald's see where your greed gets you. Shouldn't be eating this shh it anyway ls.
851051183720166_466622399057536,McDonalds,"2 pricey, ugh"
851051183720166_963716041875586,McDonalds,Leave the self-service soda machine where the customer can fill the there own cup. Why are you taking away self-service soda machine so the customer cannot fill their own cup?
851051183720166_770450645069653,McDonalds,Butterscotch ?? The worst candy… 🤮no thanks!!
851051183720166_1835510476943191,McDonalds,What are you guys doing with the girl who was drying a mop head over the fries???
851051183720166_1349569509072692,McDonalds,May 22nd 2024 = Wednesday $12.57 spent.
851051183720166_456350386883680,McDonalds,"$5 Fillet-O-Fish 😡
McD can McF themselves at that price."
851051183720166_1140419893948009,McDonalds,Got a McFlurry the other day and they didn’t even stir it. Just a cup of vanilla soft serve with Oreo sprinkled on top for $5. Pathetic.
851051183720166_1017263606458597,McDonalds,Does it contain actual grandma or is it that fake stuff?
851051183720166_1009984550229434,McDonalds,Lunch at McDonald's
851051183720166_473487031781928,McDonalds,"Oh, you have taken out more than 3 grandma's , with all that Sodium. But I see what you did there."
851051183720166_425107380320675,McDonalds,Too bad. They were “cleaning the machine” when I went😡
851051183720166_314661081680976,McDonalds,grandma flavor? Ronald why you abducting grandmas and hes already got 3 grandmas today before i even wake up!? he must be stoped.
851051183720166_1017931460048338,McDonalds,So the flavor is the purse lint covered crushed expired candy pieces of werther's Orginals. Tell me you got high at corporate without telling me you got high at corporate.
851051183720166_424463357108469,McDonalds,Yur burgers seem to be different and not for the better.
851051183720166_468014055885666,McDonalds,Can you give me a raise instead of posting about your latest mcflurry
851051183720166_1441036273448170,McDonalds,To bad we don’t get this
851051183720166_1628549831211747,McDonalds,Why have call it grandma flurry running out names for flurries
851051183720166_465996222452923,McDonalds,Palestine will be free 🇵🇸
851051183720166_1843698756097199,McDonalds,Aiden Vasquez they're selling grandma flavored ice cream now
851051183720166_989128462662165,McDonalds,The low income code is 36000
851051183720166_1684199269007541,McDonalds,My code is Temptn10000
851051183720166_373571418485698,McDonalds,From the river to the sea 🇵🇸
851051183720166_963201658837105,McDonalds,No thanks seven dollars is too much!
851051183720166_463239499522524,McDonalds,How y'all tryna sell McFlurries when your ice cream machines are always broken?! 🚫🍦
851051183720166_1417432038948795,McDonalds,Okay… but why did you take the hot n spicy chicken McGriddles away?
851051183720166_827608289230059,McDonalds,Please single father of 3 year old trying to get a hotel room because we are homeless as of now and struggling to feed my baby... I tried everything in my city Greenville already and there is no resources at all for men with kids not even a shelter for us... My cash app $garryj9 or anything would help even paying for it yourself and please don't hesitate to video chat me for proof
851051183720166_758480473106812,McDonalds,That price ain’t grandma friendly
851051183720166_483237400719272,McDonalds,You dating Grandma's now by taking them out for McDonald's
851051183720166_831846145104538,McDonalds,Idk man… her a1c would spike higher than them arches
851051183720166_1003506761471100,McDonalds,very sexy grannies!
851051183720166_1169589394172061,McDonalds,Is this made with real or artificial grandma?
851051183720166_1598510924324987,McDonalds,"1. It's butterscotch 
2. Why would we advertise so heavily a product made by a machine that is so unreliable 🫠🤦🏼‍♀️"
851051183720166_7562417373853796,McDonalds,Those crunchy pieces were petrified crumbs and geritol....lol
851051183720166_768781745380433,McDonalds,Can’t find them at any location near me so … who wants to tell me what TF “ Smooth syrup “ tastes like
851051183720166_979793560422995,McDonalds,Why you guys advertising something that requires a certain machine is actually working?
851051183720166_741045788105638,McDonalds,Kinda cringey.
851051183720166_1606314660204902,McDonalds,"Ordered one on the app, paid for it, got to the location, and was told the ice cream machine wasn't working. So paid $5 for nothing."
851051183720166_814102190220038,McDonalds,"McDonald's I took my Grandma to get a grandma mcflurry, but she ended up in the ER from a food allergy, because you guys wouldn't tell anyone what was in it. You just kept saying, you have to try it to find out. She definitely found out!"
851051183720166_1369690727757078,McDonalds,So this is made from real grandmas like the girl scout cookies in the addams family movie? Lol
851051183720166_1110454843347155,McDonalds,Aye u McDonald’s- it’s sad I go get 2 meals and a kids meal and a plain cheeseburger and it cost just as much as it does when we go sit down and eat at the nicest Mexican restaurant around call el matzalan - BOWLING GREEN KY. C mon now
